Name,id_Number,row_Number,seat_Number,auditorium_Number
Paul Mons,42185196903126499,37,37,3
Paul Morales,95879197211194423,23,55,2
Paul Naugle,46700196207241180,14,22,6
Paul Nordman,16889193205097574,11,1,1
Paul Owens,35477193501118063,23,29,5
Paul Owens,80941199510318268,61,45,2
Paul Palmer,69706202005284659,34,2,4
Paul Paredes,64316197111134628,60,22,6
Paul Payne,36432193511242423,3,41,4
Paul Pendergrass,15010197409068114,5,15,6
Paul Perry,15692200801226624,20,40,5
Paul Pugh,55009194112249143,54,43,6
Paul Ristau,42443193904308548,42,24,3
Paul Rivera,96144199706251896,32,32,1
Paul Roark,90468195504168772,17,22,4
Paul Robinson,14123198301147536,26,21,1
Paul Rodriguez,72458193906223077,27,19,5
Paul Rudman,78081201709115696,37,4,1
Paul Salmon,19705201411122644,37,50,3
Paul Scott,51689200510241560,13,59,2
Paul Sellars,24136199005155551,24,57,6
Paul Shelton,48961198708267326,4,1,2
Paul Shrader,16491195101314589,41,49,5
Paul Sierra,20187196910021203,51,4,6
Paul Slaughter,96863201407118546,18,10,6
Paul Sloan,21397198104219634,46,63,4
Paul Smith,91296197804246395,54,13,3
Paul Smith,89360201107037569,2,26,6
Paul Smith,89756199111177394,62,2,3
Paul Stiteler,38347195307221548,6,23,1
Paul Taylor,56170200408032892,51,17,2
Paul Vance,57161197607197203,46,28,2
Paul Vandenbosch,72208195803107445,56,17,6
Paul Velasquez,33112197509141807,44,60,2
Paul Verduzco,61851193204039572,47,62,4
Paul Wallace,12877194907216333,15,56,4
Paul West,84399194612055907,34,63,4
Paul Westley,60803195105272452,27,16,3
Paul Williams,32027193102236965,38,12,5
Paul Williams,66804200310029877,29,35,1
Paul Wilson,37221193403282487,55,36,1
Paul Wynne,44818196605169471,57,57,2
Paula Alonso,62442194208289056,18,41,2
Paula Brizuela,93756201105237786,11,14,5
Paula Burklow,41877197602206325,57,25,1
Paula Butcher,66203196509273871,12,37,6
Paula Callahan,79445201405231205,52,29,1
Paula Carpenter,73488201303087656,18,5,4
Paula Castillo,47435199604235068,31,45,1
Paula Cooper,44075200404055344,39,42,6
Paula Crites,37102196807044358,52,57,6
Paula Curtiss,17231198408288723,29,6,4
Paula Doolittle,39485196307026593,11,32,3
Paula Erb,27124199008075897,38,2,4
Paula Fulton,64126199506181405,61,54,4
Paula Gullixson,28871196604248394,20,24,2
Paula Hughes,33349197101307996,57,42,2
Paula Lepak,20904195903093299,16,48,4
Paula Louis,61218193912057405,49,46,3
Paula Nickle,83653198902271875,60,43,4
Paula Page,63174198901161954,40,39,5
Paula Sanzo,57596200409127390,19,20,5
Paula Sheats,46461194206215101,29,5,6
Paula Tessier,87407194310137508,43,9,3
Paula Trask,14521200808286149,9,27,6
Paula Wilson,98641194103259777,14,46,4
Paulette Saldana,36864197104062158,53,30,4
Paulette Wiles,13410201906046427,59,62,4
Pauline Albright,97829194510261871,28,19,3
Pauline Bradshaw,34672198412307948,31,54,3
Pauline Caron,55146195410254129,25,39,6
Pauline Colon,49955196803254471,12,53,3
Pauline Crumpton,73721193004221049,51,38,3
Pauline Fluty,11109199609048422,25,29,2
Pauline Fowler,52995198105248703,5,1,1
Pauline Girouard,59753200902251887,15,11,5
Pauline Golightly,15114195209087286,44,7,4
Pauline Gormley,67809200805032979,14,52,2
Pauline Hinds,86259196510308153,43,6,2
Pauline Hopkins,51919200510228699,12,33,2
Pauline Jamison,76332195408243860,40,7,5
Pauline Kinsey,87726193906109448,14,37,6
Pauline Lachance,83397193603057322,9,44,5
Pauline Middleton,44130198112045141,32,20,1
Pauline Nash,45979197010251826,57,13,6
Pauline Nolin,85693199512105632,29,16,6
Pauline Pidgeon,52305195212238740,58,5,1
Pauline Pomerleau,69018199509241529,26,11,6
Pauline Turner,18383194909053018,5,12,1
Pearl Bailey,73024194008157175,58,7,4
Pearl Coulter,49822197406244087,39,6,2
Pearl Montano,53356196702116072,9,48,2
Pearl Rollins,99530201905096904,11,50,6
Pearl Santiago,77233198709261781,8,1,1
Pearl Williams,45814198212095406,49,28,2
Pearle Lewis,76617193707273433,20,14,2
Pearlie Schroeter,86331196511112628,14,1,2
Pearlie Villarreal,22906194407318788,26,14,2
Pearline Anderson,79544197604292922,18,15,4
Pearline Davis,39598201905194878,38,13,4
Pedro Capron,10899195401274919,56,60,4
Pedro Caudill,72861199605214610,41,6,2
Pedro Fried,50435200707146966,32,40,4
Pedro Nunez,35809199307061045,57,48,6
Pedro Rey,58613195809027912,23,3,3
Pedro Schnell,23227200402038631,25,31,2
Pedro Shinabery,70584200503253556,21,23,4
Pedro Toney,69725198006135416,34,50,3
Pedro Votta,91539200708113288,5,8,2
Peggy Barber,41171196105254800,52,34,6
Peggy Barrick,48152194501178693,6,29,3
Peggy Castro,28187199503263616,60,15,3
Peggy Deatherage,91612201909241943,11,43,1
Peggy Donahue,57945196012148601,2,21,5
Peggy Gordon,60551193010125305,61,39,3
Peggy Griffin,73315201506099139,51,2,2
Peggy Kinnaman,26159195005042120,52,45,1
Peggy Leblanc,70017193505051131,21,5,3
Peggy Marsh,14846199403306351,2,35,6
Peggy Pugh,87367202003237118,37,14,3
Peggy Rivera,22594196208254293,59,46,3
Peggy Santos,16007193505312188,59,39,6
Peggy Schlarbaum,46172198601079585,18,10,1
Peggy Warner,27183201905069677,37,39,3
Penelope Mccloud,52014200405088942,46,1,5
Penelope Williams,25943197201196926,37,12,1
Penny Hutchins,26833199301133394,23,54,4
Penny Palacio,29244200312082025,31,13,1
Penny Seldon,38680199602026243,12,18,4
Penny Smelser,17611201307169309,31,31,6
Percy Elizondo,84156193910166703,13,24,4
Percy Gates,24811195102069387,55,45,3
Percy Mcdonald,53603195505212004,25,58,5
Percy Stonge,13534193310242368,64,46,2
Perla Ball,97546197507214166,30,28,6
Perla Hager,11414201404198874,43,40,6
Perry Guzman,61452196010285602,36,28,3
Perry Harris,72376193309226074,41,33,2
Perry Hinojosa,46657197006134102,39,16,3
Perry Jacobson,23365194312281173,50,47,6
Perry Quagliano,40347196908267808,5,32,2
Pete Carney,51740200701067237,4,59,5
Pete Dixon,20878201201192609,15,19,3
Pete Tillery,65651197401128600,60,12,6
Peter Abrams,53476194802149220,25,28,5
Peter Amore,93642197301161630,42,8,5
Peter Amoroso,77709193308297054,61,16,2
Peter Bailey,14747195906096536,37,4,2
Peter Bensman,45902198410288231,12,8,1
Peter Brady,23566201807126775,58,51,6
Peter Byler,46210201706059885,15,13,2
Peter Cedeno,63691195705232458,62,18,3
Peter Clements,22201195107172189,25,55,3
Peter Cornejo,77346197202111633,28,25,6
Peter Dimas,34767199605055666,26,39,1
Peter Eiben,11000193106287549,42,56,4
Peter Gardner,77955197901138064,5,23,1
Peter Henderson,69940198811109503,55,58,4
Peter Humphreys,17182194708208191,1,2,6
Peter Jensen,71326196102131425,12,30,2
Peter King,91623196812018566,25,19,3
Peter Langston,14064195408124707,5,59,4
Peter Metzger,48593200610045831,59,2,3
Peter Norrell,16425200904063614,9,57,4
Peter Novoa,20719195405278864,30,41,4
Peter Oliver,35513197711225944,22,12,5
Peter Rawls,74178200210059195,39,20,2
Peter Rodriquez,53080201004098784,6,2,4
Peter Rogers,65552199310318795,15,59,2
Peter Summerville,37318196112154319,49,58,2
Peter Thompson,37902201212036372,19,3,4
Peter Venable,67121199712217897,54,33,4
Peter Wilkerson,46508196707205570,11,41,1
Philip Alvarado,55373198105225224,59,45,6
Philip Beach,82639200302029362,52,50,4
Philip Blankenship,22677201912295968,36,35,1
Philip Champagne,83642194805069466,1,27,3
Philip Cieslik,78156200706029455,33,52,5
Philip Dipietro,93759198707216282,1,21,1
Philip Fitz,54391199805264215,43,6,6
Philip Glatt,66454200101206279,28,5,3
Philip Greenhalgh,28261199012031361,41,34,5
Philip Hubbard,78836193605045345,50,12,2
Philip Johnson,33766199905069910,58,16,2
Philip King,96760199205108719,45,19,1
Philip Long,74495199608027223,21,26,5
Philip Mahaffy,66760193007047550,62,38,4
Philip Medeiros,56266198302036177,11,49,4
Philip Morse,62846193406096976,23,38,3
Philip Rhead,39398200803288301,42,41,5
Philip Ridder,78907198804098259,29,17,6
Philip Rivera,35760196504033891,13,48,4
Philip Scott,34726198605163063,37,47,5
Philip Seidell,89940200209305174,13,18,3
Philip Supernaw,74108201512096216,33,55,4
Philip Tice,44483198908123913,37,2,5
Phillip Artman,42046199401242325,44,43,2
Phillip Benefield,11765194312101160,37,17,1
Phillip Braun,77627200006059157,34,34,3
Phillip Brown,13550196811265913,13,18,2
Phillip Carpenter,35780197212125103,43,54,2
Phillip Cole,53844201909141772,32,1,2
Phillip Cook,73086195006255711,52,17,6
Phillip Duncan,71915193806016480,4,13,2
Phillip Eason,22733194502043289,14,45,5
Phillip Evans,21348194305263140,50,5,2
Phillip Figueroa,19990201011196313,47,3,3
Phillip Gomez,18940196201161173,28,43,4
Phillip Henderson,86618198504292923,36,18,1
Phillip Monroe,18186199207158857,30,15,6
Phillip Perez,77400198206055101,50,22,4
Phillip Pettit,64795200101035199,28,49,2
Phillip Richards,65411193903037673,28,56,3
Phillip Rose,51492202005038987,24,45,6
Phillip Terry,41295196104233015,7,7,3
Phillip Veit,99914197011081894,17,3,5
Phillip Weaver,17118201504069974,14,5,5
Phillip Wheeler,97084196106288584,15,24,4
Phillip Williams,19698201205085944,21,55,2
Phoebe Lapointe,55850196401013681,47,26,2
Phyliss Bucklew,35985196112196240,4,29,4
Phyliss Westcott,51137196909011084,18,23,1
Phyllis Adkins,74439194110011519,58,48,6
Phyllis Bennett,57167197408043706,14,37,4
Phyllis Bordelon,16150199804017426,28,25,5
Phyllis Budzynski,79209199802188971,6,34,4
Phyllis Bunch,58544201110118971,7,56,3
Phyllis Corliss,91738200106181734,20,41,6
Phyllis Davis,75373194706151054,50,39,5
Phyllis Higgins,62006199506273743,34,60,5
Phyllis Jenkins,25263194511104397,19,25,3
Phyllis Leonhardt,44285197804084625,8,31,1
Phyllis Navarro,44649195803071016,48,62,2
Phyllis Norwood,58148201204175070,5,22,6
Phyllis Smith,18268197405202675,26,40,1
Phyllis Stotesbury,95227197007312966,44,12,5
Phyllis Walkingstick,12328198505129232,41,15,3
Phyllis Weuve,35107198407147860,44,48,6
Phyllis Wilhelm,81626195507288897,36,31,3
Piedad Torres,13450194012149285,31,54,4
Pierre Pettner,81937198111241892,15,49,5
Pierre Shults,88040195402228393,24,34,2
Pilar Kitamura,63569196005126079,6,54,2
Pilar Williams,27176200504163858,1,29,3
Polly Daniel,16785197707158815,44,57,3
Polly Ward,91105198810228423,29,59,2
Porfirio Crowe,93155200212062982,4,18,2
Porfirio Mulholland,44471200012094747,9,21,3
Porter Nieves,63594195506222693,24,13,4
Preston Chapman,39631202005033563,15,18,3
Preston Dixon,91953193305187910,42,15,4
Preston Eastburn,12214199302213819,15,5,5
Preston Maples,18459201008319703,36,30,3
Prince Baxter,55645200801288303,13,33,2
Prince Horvath,83936201101153922,3,24,3
Princess Mitchell,29286196702059036,25,15,6
Princess Pendergast,68375195506073649,37,32,6
Priscilla Bergren,74055196804127964,29,25,6
Priscilla Mercado,48108195105233947,54,43,2
Priscilla Sampson,94962195904023342,42,12,6
Priscilla Shiba,48555199805079370,27,42,2
Priscilla Wise,16119198309047989,47,19,4
Qiana Stanton,92566193908213713,59,24,4
Queen Bowman,24928196504241629,5,26,6
Quentin Silver,16972194404142809,63,4,2
Quincy Hall,99081200704221749,48,44,3
Quinn Diaz,80394200410187088,9,37,2
Rachael Berger,26075193008054329,14,10,3
Rachael Turney,75809201508083109,47,34,1
Rachel Arnold,93301200205224473,61,54,2
Rachel Barkley,16058201208253302,8,44,5
Rachel Bolden,20579196703316668,35,4,3
Rachel Callaway,17985201701225102,25,4,6
Rachel Cook,69616200609217700,51,35,1
Rachel Cruz,25301198908232709,37,18,3
Rachel Donoghue,10846197502268375,59,31,2
Rachel Ferguson,89980201111186343,20,5,6
Rachel Forsythe,65451196911288536,48,51,5
Rachel Gustafson,81690194310152824,21,4,2
Rachel Hayden,45036201511132942,7,18,1
Rachel Hebert,60109195501244097,3,58,5
Rachel Henry,80244193201301353,48,37,1
Rachel Isom,97664194509284259,5,41,1
Rachel Little,88631193902019881,47,64,4
Rachel Lofty,57696197802074057,5,51,5
Rachel Mueller,75103195603113855,20,42,1
Rachel Notter,38578197912169764,38,34,5
Rachel Pasche,86505201106198062,37,15,2
Rachel Salazar,68380199709135997,55,2,4
Rachel Smail,34242200012115481,42,23,5
Rachel Starkey,40259196806097822,26,13,6
Rachel Stokes,98635196702069200,33,48,5
Rachel Teel,40102197712123957,34,62,2
Rachel Tillery,92041201503243934,49,6,1
Rachelle Thompson,57000199805278290,7,32,2
Rafael Hufford,77707195504061621,14,59,4
Rafael Lee,85031198002097012,46,8,6
Rafael Longo,76752193309056647,42,36,4
Rafael Sanchez,39628196803224773,52,49,2
Rafaela Dennis,54266193304225804,47,40,3
Raguel Nelson,54497193703238515,32,16,2
Raleigh Cho,93367200508314853,19,20,3
Ralph Aldrich,13821194911217113,60,44,6
Ralph Amaral,93513198403275091,9,9,2
Ralph Angeles,17781196711075875,49,3,3
Ralph Balmes,13746195706248593,5,40,4
Ralph Barnett,91979199606082084,53,8,6
Ralph Bryant,88214196207291142,4,46,2
Ralph Chamblee,22797196511062368,11,2,2
Ralph Chase,86794198011245835,50,45,2
Ralph Davis,36049201511102236,8,35,2
Ralph Edwards,12172198402044242,53,13,4
Ralph Gallegos,69444196308042386,40,30,1
Ralph Golden,95929198207048889,8,45,2
Ralph Heming,37079194706293646,53,26,4
Ralph Herbert,98911196007282242,22,62,2
Ralph Koehler,83958196003247117,47,45,4
Ralph Ledue,24432195812085280,27,21,6
Ralph Mills,92886197201259122,57,45,4
Ralph Olson,83188197508209485,54,13,4
Ralph Pace,52025197807312570,17,21,4
Ralph Piirto,59002193209247326,48,18,2
Ralph Potter,89437193501175557,2,26,1
Ralph Rollins,48651194808128726,7,35,4
Ralph Shin,99297197605075716,48,10,6
Ralph Stephens,21218194601065706,54,7,4
Ralph Stewart,57704193710298116,41,34,1
Ralph Underwood,10069194909077899,19,21,1
Ralph Volesky,50501193202236120,3,32,4
Ramiro Braxton,28762200811284348,13,32,1
Ramiro Burchette,37992193903026462,31,4,2
Ramiro Edgecomb,14120200511051326,8,56,6
Ramiro Garcia,84610199908068300,31,3,3
Ramiro Nelson,45315196506215472,47,50,4
Ramiro Thomas,46323199305168240,24,42,4
Ramon Anderson,85385198707224925,11,44,4
Ramon Bragdon,76861193708218451,47,25,5
Ramon Fernandez,40524198105279603,62,10,3
Ramon Hebert,23679199001283555,49,57,2
Ramon Katz,35038193304287047,12,41,2
Ramon Killian,62273194503015933,10,29,4
Ramon Petersen,86171194412015765,28,31,4
Ramon Rayner,64749197406057620,55,56,6
Ramon Robb,35943200007083869,24,21,2
Ramon Seide,32296199609096074,53,20,2
Ramon Taylor,81437201709237029,3,43,6
Ramon Williams,99580194701236810,33,29,2
Ramona Cart,56541194211264058,59,21,3
Ramona Dewberry,70288198903118309,38,3,2
Ramona Lombardo,66871193401296538,27,47,5
Ramona Pickens,28187200401237135,13,59,4
Ramona Racine,64693199510317684,25,31,3
Ramona Ruggles,34647195703091749,39,6,1
Rana Black,85946196805301991,48,39,5
Randal Thom,66740194409026831,18,41,5
Randall Gouin,27122201301099084,14,54,5
Randall Irving,66844200710234296,27,7,6
Randall Jankowski,40667200404152114,36,7,2
Randall Kinney,47726194309016661,24,9,2
Randall Marshall,28346195707088350,38,17,5
Randall Ortiz,65448197207299183,37,41,3
Randall Scott,63831199511235882,12,32,5
Randall Sullivan,12882196207025861,40,54,5
Randall Williams,35213196307227975,25,32,3
Randell Saenz,45588200302116637,45,16,2
Randolph Garcia,25263199105121445,34,9,4
Randolph Moen,80612197206165302,53,43,1
Randolph Stewart,41240197102018547,20,30,6
Randolph Stringer,88805200306025114,35,29,5
Randy Anderson,25290197411152102,15,49,3
Randy Anderson,76335200601168236,39,16,5
Randy Asante,94006200806214357,25,12,1
Randy Browne,72757201909153142,20,30,2
Randy Bryant,15304198301018323,39,35,5
Randy Carter,80893199011207850,9,10,4
Randy Clift,34200193805037180,48,2,6
Randy Colella,51989196503289779,22,28,5
Randy Corrie,15189200108241505,60,48,4
Randy Covert,54390193307285508,37,44,2
Randy Downey,70830193107031146,24,16,3
Randy Finney,41484195503055698,35,26,1
Randy Haecker,55021201901044550,45,3,2
Randy Lee,74859196304243986,50,1,1
Randy Leonelli,53327198301093105,35,20,2
Randy Martin,51229195312181427,9,29,5
Randy Navarro,17489194901063636,46,7,4
Randy Smith,40409199211293588,53,48,3
Randy Stewart,74233196403176639,41,8,1
Randy Tobias,40401198308225433,27,60,4
Randy Tozier,15985197508142360,16,16,5
Randy Valdez,34909200007282303,25,16,5
Randy Westrick,55290201812314728,30,15,2
Raphael Deleon,15198193509296509,56,20,1
Raquel Leach,26516195903203250,42,56,2
Raquel Sheats,19354193405099420,4,53,4
Raul Cook,21118195002275776,8,1,4
Raul Elizalde,89745194201312820,25,19,4
Raul Engleman,21213193612137216,28,24,2
Raul Hartsfield,92271200103212847,27,35,1
Raul Lastrapes,63061193210195660,9,34,1
Raul Rodriquez,73773195310195882,2,30,3
Raul Salazar,40448196005318784,57,47,3
Raul Santiago,25908199610108508,45,2,6
Raul Sharbono,98830197105205550,17,45,2
Raul Ward,62828200010234878,11,61,2
Raven Snyder,65521198605163661,13,11,5
Ray Bryant,26386199708157183,48,61,4
Ray Cutshall,46966200612124062,20,17,3
Ray Davies,29137194606103892,49,48,3
Ray Doyle,84483200409304378,30,6,6
Ray Hartman,38675195112122221,60,32,4
Ray Helm,27030199905106960,19,27,6
Ray Hoey,67463199605229955,4,56,2
Ray Johnson,20672196911089599,48,35,2
Ray Judkins,28889198608258037,5,19,3
Ray Kenworthy,63385199311035201,2,47,4
Ray Kirk,46013197904246577,54,24,1
Ray Long,14834193510176501,18,26,2
Ray Lopez,99927197411248137,54,15,2
Ray Lynn,16927196904147933,18,5,2
Ray Miller,86852200104068465,31,31,2
Ray Mullins,56892198912289169,28,54,6
Ray Percell,78569197305149152,43,15,3
Ray Stclair,13083196108137644,45,40,4
Ray Stinchcomb,91562196203081072,4,44,6
Ray Ussery,10087200008044904,45,57,5
Ray Williams,67270201604281123,33,45,3
Ray Young,87995199205294311,34,39,3
Raymond Alvarado,62353195509235194,57,9,6
Raymond Aragon,14627198908192368,43,48,4
Raymond Ashalintubbi,95841201802015950,31,2,1
Raymond Barbetta,31069201103038690,36,23,1
Raymond Boyd,21790195101235301,9,5,2
Raymond Brunson,11772200808309494,59,1,3
Raymond Charriez,67201193910175967,48,13,2
Raymond Clark,89599199002094871,55,28,1
Raymond Dec,43108194104127852,32,24,3
Raymond Delatorre,77738194010237715,40,4,3
Raymond Eby,42808195603081805,45,23,1
Raymond Frost,61537199704115336,5,45,2
Raymond Garcia,55281198501022618,49,15,2
Raymond Garcia,51072194104111751,48,27,6
Raymond Giller,40446198308133776,2,62,4
Raymond Hall,90675196509191781,56,13,4
Raymond Hall,36851198602217752,30,10,4
Raymond Hamilton,40155198311268719,17,18,5
Raymond Harwell,14135199303057716,17,8,5
Raymond Hennessy,72910197306223862,16,9,5
Raymond Hobbs,36904194608083156,43,31,2
Raymond Jiang,97317193010293994,32,28,1
Raymond Johnson,68375198306075536,49,59,2
Raymond Jones,97154194309147737,18,11,5
Raymond Lewis,54230197211017876,18,52,5
Raymond Litteral,55044195710314962,15,42,5
Raymond Martinez,99658194810159178,9,45,6
Raymond Melugin,70511201103179462,26,8,4
Raymond Musigdilok,94055198708027173,20,56,2
Raymond Nicely,23056196505319293,32,14,5
Raymond Patterson,63427199411279386,4,15,5
Raymond Pearson,39907196308297687,9,56,3
Raymond Ramirez,43677194512221595,42,16,4
Raymond Renninger,38006194904242401,34,41,1
Raymond Rincon,33559198910038240,50,25,4
Raymond Rounds,55360195901279819,26,14,6
Raymond Ryan,53530201608174351,15,54,3
Raymond Sanchez,69489197710168396,47,53,5
Raymond Sanders,48182201701272261,52,19,6
Raymond Santos,62971198103237079,44,3,3
Raymond Seeds,45902195505232046,12,8,2
Raymond Shouse,30505195411061510,17,44,6
Raymond Showers,31275198307251883,35,40,1
Raymond Stamey,83973197601276763,7,25,3
Raymond Stemm,39629194910229719,12,38,1
Raymond Tan,41606198212288583,60,12,4
Raymond Wagner,29053199910027731,55,31,4
Raymond Weathersby,77623194707057158,39,17,4
Rayna Johnson,72733195412019262,10,53,3
Reatha Bialczyk,71095196506012083,7,36,5
Reba Boland,37116193309082648,4,38,2
Reba Clark,54814199611029101,28,30,3
Rebbecca Abdullah,29765193807309857,48,32,4
Rebecca Anderson,83909199411065163,52,22,6
Rebecca Baker,46707194307243651,50,26,2
Rebecca Burtch,95236195005222547,49,38,4
Rebecca Cockerham,77483193805012666,3,42,1
Rebecca Daum,47197194412013332,24,52,4
Rebecca Frank,89762195701055920,1,50,4
Rebecca Gentile,52743201903266977,27,25,1
Rebecca Gonzalez,98839201911037684,38,4,3
Rebecca Greaves,79376201508077904,57,25,6
Rebecca Grover,89419200003175315,14,1,1
Rebecca Grubbs,62039198009265985,47,14,3
Rebecca Hunter,93859199711152209,22,1,3
Rebecca Isabella,73629198606183622,35,39,3
Rebecca James,88451197403012807,53,18,4
Rebecca Keller,16405193602101656,27,21,2
Rebecca Ladner,12154198407208866,6,40,4
Rebecca Larson,91316196405297675,23,38,4
Rebecca Lovell,60474196011226138,16,43,3
Rebecca Martinez,10253195505249705,2,31,2
Rebecca Mcghee,72450197401284216,46,48,4
Rebecca Miller,31705195311127791,50,11,2
Rebecca Miller,69018195201168616,21,7,1
Rebecca Moore,51480194208097230,19,5,1
Rebecca Moran,10213201104039984,21,27,4
Rebecca Nasser,20996195411128765,3,40,1
Rebecca Nelson,39227197803198074,32,7,1
Rebecca Payne,54869195008261301,61,15,2
Rebecca Roden,26867193008145641,10,7,4
Rebecca Salazar,87466193105032877,34,5,6
Rebecca Samet,70626197603206076,11,27,1
Rebecca Sirles,11339200201181005,59,56,6
Rebecca Skrine,86002194811046577,45,12,4
Rebecca Turner,68497195312216566,45,29,6
Rebecca Williams,97188198703111064,40,11,5
Rebecca Workman,39145195512185427,45,30,4
Rebecca Wyatt,99686195212151897,34,49,2
Rebecca Yap,61318196012289456,22,11,3
Rebecka Curry,98591201307043823,52,14,1
Rebekah Cooper,17722200311129047,54,28,6
Rebekah Hoggard,57797201103173205,12,35,1
Regan Cavanaugh,42322194811083234,47,8,4
Regina Black,64425197605029615,50,38,6
Regina Brackett,97519194108248596,4,11,6
Regina Davis,28311200609078741,56,18,4
Regina Gober,22736195710158321,51,52,4
Regina Hill,32200196410172690,17,35,4
Regina Koehne,11356196402168155,22,14,4
Regina Markley,35791199103152300,11,20,4
Regina Ragan,83849201611085830,1,27,2
Regina Suehs,42068199905042676,24,36,6
Regina Winger,33440198610021121,41,35,3
Reginald Adams,92000197911172272,26,1,6
Reginald Ashley,17035193707031677,55,53,3
Reginald Beveridge,71835198002245487,39,20,4
Reginald Buffington,23433200201235352,7,18,3
Reginald Gahan,26537197308242842,51,34,1
Reginald Gott,43261198110246780,32,14,1
Reginald Hauck,74186201808197617,20,36,4
Reginald Marsh,93326198602085910,18,13,1
Reginald Moffatt,75396196301083948,8,15,1
Reginald Ross,86819196212258465,13,6,4
Reginald Sullivan,35489193402232800,11,38,1
Reginald Thomas,37422194007278731,5,32,3
Reginald Tolle,20346194305264554,25,22,5
Reginald Williamson,76837198003113481,62,20,4
Reiko Thornsberry,55367201309284179,5,26,4
Rena Benford,83409196602283843,15,37,6
Rena Rankin,26278198502261633,43,18,6
Rena Smith,78725199602162563,34,51,2
Renae Alexander,23851198007289811,38,43,3
Renae Mcmakin,95603195007239784,19,47,2
Renaldo Lebo,59323195210172813,26,11,5
Renata Rodrigues,79495199206145237,19,33,4
Renate Tatum,63649193709142978,5,35,1
Renato Barr,20299200202014308,25,27,6
Renda Andreasen,36323193207206672,47,41,5
Rene Bryant,94730196002113797,50,31,2
Rene Frenzel,39403200608033117,40,48,2
Rene Glass,74748196312116931,3,51,2
Rene Nguyen,44361198411124776,59,14,6
Rene Purvis,89631199504225952,6,31,4
Rene Shelton,92651201310118359,21,3,6
Rene Thurman,59411197406244842,57,7,1
Rene Vernon,33512200110049584,26,32,5
Renee Albers,24730198012213430,31,61,4
Renee Ardito,82308196507181185,2,33,4
Renee Arnold,27407198702138065,35,56,4
Renee Boldosser,24362198909088965,51,27,6
Renee Densmore,97884196011097219,5,28,2
Renee Herbert,72298194304052524,18,32,1
Renee Hughes,59147198406116843,46,18,6
Renee Hunsaker,17536198701212094,36,3,3
Renee Mcdonald,88878198704098080,1,2,5
Renee Menendez,94958200510206735,25,25,4
Renee Miller,74573200306064001,50,4,2
Renee Nolan,90878200706064637,58,40,1
Renee Rodriquez,12056194609276720,15,8,4
Renee Schlau,83315201809248082,6,35,4
Renee Suiter,70897201007182255,48,20,6
Renee Thomas,88441197205194932,54,32,3
Renetta Kroells,12892201703113065,29,42,3
Renetta Lora,11192193108214888,35,52,2
Renna Lucas,61574197409267984,51,55,4
Ressie Bell,73911196609186414,45,26,1
Ressie Stripling,70252193303067297,52,57,3
Reuben Adams,86240198601157725,43,5,6
Reuben Miner,53736195207192983,19,34,4
Reuben Watts,22520198307173188,19,46,4
Reuben Webster,76121193304028591,26,41,3
Rex Kelly,37895199409074942,3,45,3
Rex Lewis,81575198204119723,15,5,3
Rex Moorehead,56267196104086669,21,29,4
Rex Shearing,21627200310303279,19,41,2
Reyes Thomas,10624198501228713,46,33,1
Reyna Belanger,74306194811153227,32,41,6
Reynaldo Henry,19580193511275276,15,35,6
Reynaldo Jolly,95426198204034006,24,28,6
Reynaldo Mullen,30048201208093993,36,35,6
Rhea Cole,83900201407245008,54,22,4
Rhea Wadley,27131196711271753,50,16,3
Rhoda Brooks,28064197212225128,45,49,4
Rhoda Edington,57964194708287347,27,2,2
Rhonda Adams,67929194401162796,37,18,4
Rhonda Brooks,54012196903028058,11,22,2
Rhonda Evans,93596198808049663,14,54,6
Rhonda Holderfield,14937195403105316,8,61,5
Rhonda Hossack,66342195411039141,43,20,4
Rhonda Meador,28407193205278733,1,30,2
Rhonda Morris,85286196204076340,10,10,1
Rhonda Powell,54226197804187863,15,12,4
Rhonda Rabinowitz,43663201402073537,57,57,6
Rhonda Renaud,59809195111076435,41,43,1
Rhonda Sanchez,43221199708194887,37,46,2
Rhonda Sumrall,46281194510157555,2,14,5
Rhonda Watts,88552197702114518,23,24,1
Rhonda Williams,71120198802045963,40,31,4
Ricardo Aguinaldo,78275198908076749,7,48,3
Ricardo Best,36274199107167050,8,39,3
Ricardo Bliss,50336193510107473,22,4,6
Ricardo Bost,75600200009265802,6,24,6
Ricardo Curtis,23955199909253010,64,30,2
Ricardo Gasaway,19549195912218704,26,15,3
Ricardo Muller,86050200209183839,47,2,3
Ricardo Roberts,37922201805286357,30,44,2
Ricardo Soto,67264198308038605,23,32,2
Ricardo Tan,16846201804216636,34,47,3
Ricardo Vasko,45534200010052609,4,30,6
Richard Abernathy,45173197104218075,22,5,4
Richard Adams,70745196911149969,35,36,1
Richard Armstrong,53336196905127660,26,3,2
Richard Arnett,44661194710319362,31,49,2
Richard Beaman,77934200111141904,19,22,5
Richard Beene,47244194002254574,2,34,3
Richard Benge,54819195506223644,11,9,3
Richard Bevers,64385196202132281,60,22,4
Richard Bolte,12291198903047980,17,16,1
Richard Bowdry,77476199210014930,11,55,5
Richard Branton,73947194904178194,20,46,2
Richard Brickey,46144199010118379,18,14,6
Richard Brown,45349200110272983,18,20,4
Richard Brumble,87588197111173946,18,25,4
Richard Brunner,52895197403081025,5,50,6
Richard Burnside,84322193404213270,33,56,4
